review,rating,label,clean_review,label_encoded
game ini sangat jelek,1,Negatif,game sangat jelek,0
"Akusuka ruang guru 5,",5,Positif,akusuka ruang guru,2
"Bagus banget belajar di ruangguru,lebih cepat pemahamannya,dan bisa dijelaskan lebih detail,ruang belajar no 1",5,Positif,bagus banget belajar ruanggurulebih cepat pemahamannyadan dijelaskan lebih detailruang belajar no,2
Ruangguru emang debes poko nya buruan donlot aplikasi nya,1,Negatif,ruangguru emang debes poko nya buruan donlot aplikasi nya,0
Kapan materi IPA dikurikulum merdeka keluar?,2,Negatif,kapan materi ipa dikurikulum merdeka keluar,0
Kurikulum merdeka kelas 10 tidak lengkap materinya,3,Netral,kurikulum merdeka kelas tidak lengkap materinya,1
"Tolong dong nomer pelanggan jangan di hubungi trs, udah nge ganggu privasi pelanggan namanya",1,Negatif,dong nomer pelanggan jangan hubungi trs udah nge ganggu privasi pelanggan namanya,0
Muanteeepp poll wes,5,Positif,muanteeepp poll wes,2
Bagus untuk pemahaman siswa dari saya memakai ruangguru ini nilai saya lebih tinggi dari yang kemarin terakasih ruangguru 🙏,5,Positif,bagus pemahaman siswa memakai ruangguru nilai lebih tinggi kemarin terakasih ruangguru,2
"Suka belajar sm ruang guru, makasih ruang guru",5,Positif,suka belajar sm ruang guru makasih ruang guru,2
Demi apa bagus banget apk ini membantu aku belajar 🤩ada kenaikan,5,Positif,apa bagus banget apk membantu aku belajar kenaikan,2
Karena ruang guru menjadikan anak-anak menjadi pintar dan aktif,5,Positif,ruang guru menjadikan anakanak menjadi pintar aktif,2
Seru banget dan bisa ekzsperimen dan bisa pelajaran kalikalian,5,Positif,seru banget ekzsperimen pelajaran kalikalian,2
Aku sukak banget ruangguru karna ada anime anime nya,5,Positif,aku sukak banget ruangguru karna anime anime nya,2
Bagus semua pelajaran ada bisa menjadi rengking 1 makasi ruang guru I love ruang guru,5,Positif,bagus semua pelajaran menjadi rengking makasi ruang guru i love ruang guru,2
I hate ruangguru,1,Negatif,i hate ruangguru,0
terimakasih sudah memberikan yg terbaik buat anak saya,5,Positif,terimakasih memberikan yg terbaik buat anak,2
Belum mencoba semoga membantu mempermudah belajarnya..,4,Positif,belum mencoba semoga membantu mempermudah belajarnya,2
Makasih tim Ruangguru,5,Positif,makasih tim ruangguru,2
Keren banget sih klo ada pr tinggal ke kelinik pr dan bisa shering soal,5,Positif,keren banget sih klo pr tinggal kelinik pr shering soal,2
Kak tolong kasih bagus dan kelihatannya Tolong dikasih cepat karena jaringan saya bagus sekali terus tolong dipercepat ya download wi-fi saya ini sudah bagus,1,Negatif,kak kasih bagus kelihatannya dikasih cepat jaringan bagus sekali terus dipercepat download wifi bagus,0
Kalo gratis gw download😁,1,Negatif,kalo gratis gw download,0
"Jelek Roboguru plus nya,nanya soal ga dibantu ,malah koin nya hilang",2,Negatif,jelek roboguru plus nyananya soal ga dibantu malah koin nya hilang,0
Banyak iklan di tv,1,Negatif,banyak iklan tv,0
Apk ny bagus,5,Positif,apk ny bagus,2
"Aplikasinya bagus dan mudah dimengerti,semangat terus ruang guru 💪",5,Positif,aplikasinya bagus mudah dimengertisemangat terus ruang guru,2
Bagus banget wowwww keren banget sumpah 🅑🅐🅖🅤🅢,5,Positif,bagus banget wo keren banget sumpah,2
"Aplikasi Ruangguru nya sangat membantu saya untuk kegiatan belajar ku, video belajarnya juga sangat menyenangkan dan mudah dimengerti, Terima kasih Ruangguru",5,Positif,aplikasi ruangguru nya sangat membantu kegiatan belajar ku video belajarnya sangat menyenangkan mudah dimengerti terima kasih ruangguru,2
Ruang guru nya bagus banget semoga banyak orang yang mendownload nya kk 👍,5,Positif,ruang guru nya bagus banget semoga banyak orang mendownload nya kk,2
Aplikasi ini bagus banget buat belajar jadi aku kasih bintang 5,5,Positif,aplikasi bagus banget buat belajar jadi aku kasih bintang,2
Aplikasi ini sangat bangus karena,5,Positif,aplikasi sangat bangus,2
Kalau live quiz di aplikasinya aja,1,Negatif,kalau live quiz aplikasinya aja,0
"Anak suka belajar melalui ruang guru, menyenangkan dan seru",5,Positif,anak suka belajar melalui ruang guru menyenangkan seru,2
"Hallo, dear siswa/i seluruh Indonesia, pelajar berprestasi dimana pun kamu berada☺️ Nah, kenalkan saya Febrian, saya guru di salah satu sekolah SMA Swasta & Negeri di Sumatera Utara. Nah saya sebagai guru sangat merekomendasi Ruang guru sebagai platform pembelajaran yang mendukung kamu dalam belajar. Gapai semua impian dan mimpi mu bersama RuangGuru☺️",5,Positif,hallo dear siswai seluruh indonesia pelajar berprestasi kamu berada nah kenalkan febrian guru salah satu sekolah sma swasta negeri sumatera utara nah guru sangat merekomendasi ruang guru platform pembelajaran mendukung kamu belajar gapai semua impian mimpi mu bersama ruangguru,2
Bagus banget app!!! BAGUS BANGET DEH KALIAN HARUS DOWNLOAD deh!!!,5,Positif,bagus banget app bagus banget deh kalian download deh,2
Mending main ff,1,Negatif,mending main ff,0
Sangat membantu walaupun berbayar,3,Netral,sangat membantu walaupun berbayar,1
Ruangguru: Bimbel SD...,5,Positif,ruangguru bimbel sd,2
Anak aku bisa pintar karena apikalsi ruangguri aku kasih bitak lima deh,5,Positif,anak aku pintar apikalsi ruangguri aku kasih bitak lima deh,2
Sangat bagus aplikasih nya,5,Positif,sangat bagus aplikasih nya,2
Bagus. Penjelasnya mudah dimengerti.,5,Positif,bagus penjelasnya mudah dimengerti,2
oke balik dari aplikasi ini,5,Positif,oke balik aplikasi,2
Bagus dan menarik cara belajarnya,5,Positif,bagus menarik cara belajarnya,2
Aplikasi ini membantu aku untuk belajar sebelum ulangan sebelu balajar sekolah aku belajar dulu di sini dan Alhamdulillah rangkingku itu ke 1 terima kasih ruang guru......😇🙏👐,5,Positif,aplikasi membantu aku belajar ulangan sebelu balajar sekolah aku belajar dulu sini alhamdulillah rangkingku terima kasih ruang guru,2
"Belajar di ruang guru sangat menyenangkan,penjelasan oleh tutornya dapat dimengerti dengan mudah, tapi sayang harganya agak mahal sedikit, tapi intinya belajar di ruang guru bikin saya pintar wkkwk",5,Positif,belajar ruang guru sangat menyenangkanpenjelasan tutornya dimengerti mudah sayang harganya mahal sedikit intinya belajar ruang guru bikin pintar wkkwk,2
Aku suka guang guru,5,Positif,aku suka guang guru,2
"Kok ruang gurunya nggak bisa didownload padahal sudah hapus memori, pakai wifi, sinyal juga bagus. Kenapa nggak bisa didownload, malah muter muter terus.",1,Negatif,kok ruang gurunya didownload padahal hapus memori pakai wifi sinyal bagus didownload malah muter muter terus,0
Sangat bagus untuk saya belajar,4,Positif,sangat bagus belajar,2
Membantu banget.. apalagi udah ada kurikulum merdeka.. ruang guru emang TOP 👍👍👍,5,Positif,membantu banget udah kurikulum merdeka ruang guru emang top,2
Bagus dan berguna banget buat aku,5,Positif,bagus berguna banget buat aku,2
Kumaha iye ruang guru oge kie,1,Negatif,kumaha iye ruang guru oge kie,0
Saya sangat senang belajar di ruang guru karena penjelasannya lengkap dan dapat dimengerti,5,Positif,sangat senang belajar ruang guru penjelasannya lengkap dimengerti,2
"Sementara bintang 3 dulu ya masih banyak ngebugnya nih ganggu belajar jadinya,biaya langgananya juga temasuk mahal ga terjangkau",3,Netral,bintang dulu banyak ngebugnya nih ganggu belajar jadinyabiaya langgananya temasuk mahal ga terjangkau,1
"Aplikasi ini sangat membantu!!!! Saya dapat mencari tahu dan bisa belajar , kadang slalu lag, gk papa lah yng penting apk ini bisa menambah wawasan & pengetahuan, trimksh telah membuat apk yng bermanfaat,I love you ruang guru❤❤❤☺☺☺☺",5,Positif,aplikasi sangat membantu mencari tahu belajar kadang slalu lag gk papa lah yng penting apk menambah wawasan pengetahuan trimksh membuat apk yng bermanfaati love you ruang guru,2
Aplikasi yang mudah dimengerti,5,Positif,aplikasi mudah dimengerti,2
Saya suka dengan ruang guru nya,5,Positif,suka ruang guru nya,2
"Sangat membantu buat belajar tapi, untuk kurikulum merdeka materi nya kurang lengkap, roboguru juga lebih enak tanya lewat web daripada aplikasi karena kurang spesifik sama yg di tanyakan malah kemana-mana topik nya. Jadi tolong di perbaiki ya",4,Positif,sangat membantu buat belajar kurikulum merdeka materi nya kurang lengkap roboguru lebih enak tanya lewat web aplikasi kurang spesifik sama yg tanyakan malah kemanamana topik nya jadi perbaiki,2
"Baguss, kembangkan lagi terkadang ngebug ketika kuis di adapto tidak muncul kuisnya hanya pilihan ganda nya",5,Positif,baguss kembangkan terkadang ngebug kuis adapto tidak muncul kuisnya pilihan ganda nya,2
Kalo gue lagi belajar gak usah maksa dlowdod ruang guru Bangsaaaat!!!!!!!!!,1,Negatif,kalo gue belajar gak usah maksa dlowdod ruang guru bangsaaaat,0
Bismillah!!!!!! Semoga aplikasinya bagus sekali & gak ribet sama sekali ☺,5,Positif,bismillah semoga aplikasinya bagus sekali gak ribet sama sekali,2
Bagus banget aplikasi pembelajaran nya 💜,4,Positif,bagus banget aplikasi pembelajaran nya,2
Mantab anak saya jadi lebih semangat belajar,5,Positif,mantab anak jadi lebih semangat belajar,2
Ini sih seru sekali... Keren banget app ini yaaa.. Best deh...,5,Positif,sih seru sekali keren banget app yaaa best deh,2
"Aplikasi nya bagus banget mudah di pahami meskipun saya blm langganan sih, saya cuma pengen nanya kira"" kalo saya menonton video atau mengerjakan tugas apakah menghabiskan memori? Itu aja sih dari saya hehehehe",4,Positif,aplikasi nya bagus banget mudah pahami meskipun blm langganan sih cuma pengen nanya kira kalo menonton video mengerjakan tugas menghabiskan memori aja sih hehehehe,2
Aplikasi nya bgus,5,Positif,aplikasi nya bgus,2
Bagus banget anak aku jadi belajar terus sampai gak main hp lagi makasih ruang guru dan gak pusingin kepala,5,Positif,bagus banget anak aku jadi belajar terus gak main hp makasih ruang guru gak pusingin kepala,2
Mantap ruang guru.. Sangat membantu murid daj guru dalam setiap pembelajaran,5,Positif,mantap ruang guru sangat membantu murid daj guru pembelajaran,2
Bismilah sing bisa din intal ya allah plis atuh,5,Positif,bismilah sing din intal allah plis atuh,2
Pokonya membatu bangat dalam mapel apa aja❤️❤️,5,Positif,pokonya membatu bangat mapel apa aja,2
"mudah dipahami, kalau salah juga langsung ada pempbhasan nya, namun mapel untuk pilihan jurusan tkj masih kurang lengkap, seperti pelajaran PAI, dan juga Teknologi Layanan Jaringan, semoga kedepan nya bisa ditambahkan lagi mapel nya ya, dan i hope Ruangguru bisa membantu lebih banyak anak"" INDONESIA dalam belajar",5,Positif,mudah dipahami kalau salah langsung pempbhasan nya mapel pilihan jurusan tkj kurang lengkap pelajaran pai teknologi layanan jaringan semoga kedepan nya ditambahkan mapel nya i hope ruangguru membantu lebih banyak anak indonesia belajar,2
Saat tadi di sekolah ada teteh Leni dari ruang guru yang mengajar kan kelas 7A tentang ruang guru jadi waktu liat video nya jadi kayak termotivasi untuk menggunakan ruang guru gitu jadi saya mau nyoba ruang guru karna di SMP 1 Pagaden ada siswa yang pintar karna belajar giat oleh guru sekolah dan ruang guru sekian terimakasih,5,Positif,tadi sekolah teteh leni ruang guru mengajar kan kelas a ruang guru jadi waktu liat video nya jadi kayak termotivasi menggunakan ruang guru gitu jadi mau nyoba ruang guru karna smp pagaden siswa pintar karna belajar giat guru sekolah ruang guru sekian terimakasih,2
"Saya pernah berlangganan ruang guru satu tahun. Terus pihak atau tim ruang guru sempet chat chat saya lagi buat nawarin mau diperpanjang atau ngga.Banyak banget chat yang masuk dari pihak ruang guru.Tapi tadi baru kejadian. Awalnya dia chat saya mau diperpanjang atau tidak,saya jawab saya sudah lulus lalu dibalas lagi dengan cara nawarin TOEFL gitu.Sebenernya saya sudah sering dengar TOEFL di sosmed.Tapi saya pengen pihak tim ruang guru ngejelasin dengan cara sopan. Tapi jawabny malah kurg sopan",1,Negatif,pernah berlangganan ruang guru satu tahun terus pihak tim ruang guru sempet chat chat buat nawarin mau diperpanjang nggabanyak banget chat masuk pihak ruang gurutapi tadi baru kejadian awalnya chat mau diperpanjang tidaksaya jawab lulus lalu dibalas cara nawarin toefl gitusebenernya sering dengar toefl sosmedtapi pengen pihak tim ruang guru ngejelasin cara sopan jawabny malah kurg sopan,0
"Aplikasinya sendiri sudah sangat bagus, tapi tolong promosinya jangan berlebihan, jangan sampai menelpon, terkadang pihak RG menelpon disaat yang tidak tepat, bahkan disaat promosi via WA itu sampai melakukan spam, dan juga tidak memberikan pilihan untuk menolak promosi tersebut Itu saja komentar saya Terimakasih",2,Negatif,aplikasinya sendiri sangat bagus promosinya jangan berlebihan jangan menelpon terkadang pihak rg menelpon disaat tidak tepat bahkan disaat promosi via wa melakukan spam tidak memberikan pilihan menolak promosi tersebut komentar terimakasih,0
"Sekedar saran kak, semoga ada paket buat perbulannya biar kami para siswa bisa lebih lelasa dalam memilih kelas walaupun nabung sendiri",5,Positif,sekedar saran kak semoga paket buat perbulannya biar siswa lebih lelasa memilih kelas walaupun nabung sendiri,2
Jadi lebih mudah untuk di pahami,5,Positif,jadi lebih mudah pahami,2
"Waaaww, Aku Sangat Suka Aplikasi Ini Karena Bisa Memperdalam Ilmu Pengetahuan Aku Bahkan Sampai Bab² Yang Belum Dipelajari Disekolah, Aku Sangat Suka Aplikasi Ini",5,Positif,waaaww aku sangat suka aplikasi memperdalam ilmu pengetahuan aku bahkan bab belum dipelajari disekolah aku sangat suka aplikasi,2
Seru banget belajar di ruang guru,5,Positif,seru banget belajar ruang guru,2
Bagus bgt cocok buat belajar,5,Positif,bagus bgt cocok buat belajar,2
Ruangguru ini bagus banget banyak pembahasannya.👍👍👍😉😉😉,5,Positif,ruangguru bagus banget banyak pembahasannya,2
Aplikasi ga guna cmn bikin lama gw pulang sklh aj,1,Negatif,aplikasi ga cmn bikin lama gw pulang sklh aj,0
Vagus banget (◍•ᴗ•◍) saya suka dengan karakter nya... Saya jadi sering dapet nilai 100 sinyal nya sih agak lag gitu.. Tapi don't worry. I'm happy. Saya bisa kok yes will all back!!. Back to school!! o(〃＾▽＾〃)o,5,Positif,vagus banget suka karakter nya jadi sering dapet nilai sinyal nya sih lag gitu dont worry im happy kok yes will all back back to school oo,2
"Pembahasan videonya sangat dimengerti untuk saya 😁, makasih ruang guru",5,Positif,pembahasan videonya sangat dimengerti makasih ruang guru,2
"Aplikasi belajar ini sangat membantu dalam mengerjakan tugas, video-video nya pun sangat mudah untuk di pahami.😎❤️",5,Positif,aplikasi belajar sangat membantu mengerjakan tugas videovideo nya sangat mudah pahami,2
Ruang guru yang terkeren,5,Positif,ruang guru terkeren,2
Kak kalo materi didownload masih bisa dibuka video atau nggak dijawab ya,5,Positif,kak kalo materi didownload dibuka video dijawab,2
Aplikasi ini Seru banget ada gamenya Jadi kita di game itu kita bisa Belajar loh aku suka banget,5,Positif,aplikasi seru banget gamenya jadi game belajar loh aku suka banget,2
"Aplikasi tidak bermutu, top up di sini mahal mahal aku gak suka disini, thank you moonton",1,Negatif,aplikasi tidak bermutu top up sini mahal mahal aku gak suka disini thank you moonton,0
aplikasi ini semakin bagus dan canggih karena adanya program adapto. belajar semakin pandai dan lebih paham di ruang guru,5,Positif,aplikasi semakin bagus canggih adanya program adapto belajar semakin pandai lebih paham ruang guru,2
G bs login padahal dah bayar... Dah minta verifikasi ke email g nyambung nyambung.. Admin susah di hubungi krn bot,1,Negatif,g bs login padahal dah bayar dah minta verifikasi email g nyambung nyambung admin susah hubungi krn bot,0
"apk ruangguru ini sangat bagus sekali dan aku Sangat di bantu oleh ruang guru kalo ada kendala belajar,cuman suka agak ngelag sih,tapi aku sangat suka☺☺",5,Positif,apk ruangguru sangat bagus sekali aku sangat bantu ruang guru kalo kendala belajarcuman suka ngelag sihtapi aku sangat suka,2
Saya sangat senang sekali 😆😆,5,Positif,sangat senang sekali,2
"Bikin anak-anak terkesan bermain, padahal sedang belajar. Menyenangkan dalam belajar",5,Positif,bikin anakanak terkesan bermain padahal sedang belajar menyenangkan belajar,2
Bagus sekali penjelasan dari guru guru sangat jelas dan sangat optimal👌👍👍,5,Positif,bagus sekali penjelasan guru guru sangat jelas sangat optimal,2
🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟💯💯💯💯saya senang pelajar di sini Alhamdulillah saya dapat nilai bangus Maksih Raung guru,5,Positif,senang pelajar sini alhamdulillah nilai bangus maksih raung guru,2
Seru banget pelajarannya soalnya bisa sambil bermain,5,Positif,seru banget pelajarannya soalnya bermain,2
"Semoga bisa membantu belajar ku, amiinn...",5,Positif,semoga membantu belajar ku amiinn,2
Sangat baik buat belajar,3,Netral,sangat baik buat belajar,1
Aplikasi ini sangat membantu untuk mengerjakan pr mau pun tigas wkwkk,5,Positif,aplikasi sangat membantu mengerjakan pr mau tigas wkwkk,2
Ruang guru bagus dan sangat bermanfaat sekali untuk belajar,5,Positif,ruang guru bagus sangat bermanfaat sekali belajar,2
Bagus video nya sangat membantu nilai saya dan video mudah di pahami,5,Positif,bagus video nya sangat membantu nilai video mudah pahami,2
Waw guru ny lebih keren,5,Positif,waw guru ny lebih keren,2
Bagus banget utk belajar,5,Positif,bagus banget utk belajar,2
"Halo kakak ruanggu. Saya mau bertanya. Sayakan sudah langganan paket belajar 1 tahun sampai 2023, tapi kenapa masih ada video pembelajaran yang tidak bisa saya akses dan diminta berlangganan? Padahal saya sudah langganan paket 1 tahun",4,Positif,halo kakak ruanggu mau bertanya sayakan langganan paket belajar tahun video pembelajaran tidak akses diminta berlangganan padahal langganan paket tahun,2
"Keren juga nih aplikasi bagus setiap hari saya aplikasi ini,,,",5,Positif,keren nih aplikasi bagus hari aplikasi,2
Keren bgt aku jadi juara satu terus,5,Positif,keren bgt aku jadi juara satu terus,2
"Kok ngelag banget siihh..... Padahal wifi rumah saya kencang Lo jaringannya,.... Tolong don",4,Positif,kok ngelag banget siihh padahal wifi rumah kencang lo jaringannya don,2
"Kak kenapa aku tidak bisa edit avatarku dan buka mystery book ya padahal udah ditunggu loading,dan juga internet ku stabil tolong diperbaiki ya kak",5,Positif,kak aku tidak edit avatarku buka mystery book padahal udah ditunggu loadingdan internet ku stabil diperbaiki kak,2
Ruang guru ist the best,5,Positif,ruang guru ist the best,2
Aplikasi nya sangat begitu bagus untuk anak SD sampai SMA saya sangat suka sekali✨,5,Positif,aplikasi nya sangat bagus anak sd sma sangat suka sekali,2
Ruangguru itu lebih pintar 😊😊💋💚💛💜💓💚💕💖💗💝💝💞💟,5,Positif,ruangguru lebih pintar,2
Aku dari dulu belajar dari apilikasi Ruang guru,5,Positif,aku dulu belajar apilikasi ruang guru,2
"Bagus banget, tapi kadang ada kendala dalam scrolling beranda nya dan kadang jika mengganti avatar, avatarnya sering hilang/blank (berwarna hitam). Namun satu lagi yang membuat saya agak kecewa karena fitur Ruangguru di PC belum secanggih di Hp (Belum ada avatar, Teman belajar, roboguru, dll). Anw, untuk tutor dan video pembahasannya lumayan bagus sih menurut saya, salut deh sama Ruangguru. Karena Ruangguru, saya jadi Juara umum disekolah hehe 👍",5,Positif,bagus banget kadang kendala scrolling beranda nya kadang mengganti avatar avatarnya sering hilangblank berwarna hitam satu membuat kecewa fitur ruangguru pc belum secanggih hp belum avatar teman belajar roboguru anw tutor video pembahasannya lumayan bagus sih salut deh sama ruangguru ruangguru jadi juara umum disekolah hehe,2
"Ruangguru membantu banget buat belajar,apalagi belajarnya pake animasi jadi gak membosankan buat saya,semoga bisa membantu saya untuk masuk SMP negeri impian saya ya",5,Positif,ruangguru membantu banget buat belajarapalagi belajarnya pake animasi jadi gak membosankan buat sayasemoga membantu masuk smp negeri impian,2
Apk nya bagus tapi uang kurang dan saya ingin pintar tapi mahal pintar juga mahal,1,Negatif,apk nya bagus uang kurang pintar mahal pintar mahal,0
terima kasih kak kak sudah datangke sekolah sdn kendalpayak dan terima kasih kak vera dari ajeng kelas 4 a,5,Positif,terima kasih kak kak datangke sekolah sdn kendalpayak terima kasih kak vera ajeng kelas a,2
Buat mode pembelajaran merdeka mengajar kak...,5,Positif,buat mode pembelajaran merdeka mengajar kak,2
apk gud gud,5,Positif,apk gud gud,2
Promosi maksa njeng,1,Negatif,promosi maksa njeng,0
Selalu muncul notifikasi aplikasi tidak menanggapi,1,Negatif,selalu muncul notifikasi aplikasi tidak menanggapi,0
Bagus banget aku suka,1,Negatif,bagus banget aku suka,0
Tidak ramah kami dijemur panas panasan,1,Negatif,tidak ramah dijemur panas panasan,0
Bagus banget makasih ruang guru,5,Positif,bagus banget makasih ruang guru,2
Aplikasi nya menbantu banget saya disekolah terus dapat peringat 1 terima kasih ruang guru,5,Positif,aplikasi nya menbantu banget disekolah terus peringat terima kasih ruang guru,2
Waktu sa SMA renkin 2. Setela belajar dari ruang guru,5,Positif,waktu sa sma renkin setela belajar ruang guru,2
"Nilai saya pada saat kelas 7 80-89 pas kelas 9 luar biasa menjadi 95-100, ruang guru sangat membantu sekali",5,Positif,nilai kelas pas kelas luar biasa menjadi ruang guru sangat membantu sekali,2
KEREN LAH POKONYA DAN JUGAK PUNYA TEMEN BELAJAR,4,Positif,keren lah pokonya jugak punya temen belajar,2
Best lah pokoknya jadi mudah dalam pembelajaran SMA,5,Positif,best lah pokoknya jadi mudah pembelajaran sma,2
Bagaimana cara skip sama ngulang vidionya sih kl di laptop,4,Positif,bagaimana cara skip sama ngulang vidionya sih kl laptop,2
"Kecewa sih, padahal cuma daftar buat liat-liat materi tapi malah dipaksa bgt buat berlangganan:(pesannya sangattttt mengganggu",1,Negatif,kecewa sih padahal cuma daftar buat liatliat materi malah dipaksa bgt buat berlanggananpesannya sangattttt mengganggu,0
"Aplikasi nya sangat membantu saya,,, Dulu saya tidak pernah ranking... Tapi semenjak saya menggunakan ruang guru,saya sekarang ranking1,,, Terima kasih ruang guru....",5,Positif,aplikasi nya sangat membantu dulu tidak pernah ranking semenjak menggunakan ruang gurusaya sekarang ranking terima kasih ruang guru,2
Dulu saya bodoh sekarang aku wes pinter,5,Positif,dulu bodoh sekarang aku wes pinter,2
Aplikasi ini sangat membatu saya buat UTBK nanti jadi bisa berlatih dari sekarang nih,5,Positif,aplikasi sangat membatu buat utbk jadi berlatih sekarang nih,2
"Seneng banget pakai ruangguru! Soalnya aku itu sekolah homeschooling SMP kelas 7. Aku juga seneng banget, pas aku minta ruangguru ke orangtua, langsung di bolehin karena akumemang butuh bimbel. Padahal biasanya ortu bakal pikir2 duku kalau mau daftarin aku, tapi giliran pas langganan di ruangguru langsung di bolehin. Aku juga jadi bisa lebih seneng karena di ruangguru animatif banget! Thanks, ruangguru!",5,Positif,seneng banget pakai ruangguru soalnya aku sekolah homeschooling smp kelas aku seneng banget pas aku minta ruangguru orangtua langsung bolehin akumemang butuh bimbel padahal biasanya ortu bakal pikir duku kalau mau daftarin aku giliran pas langganan ruangguru langsung bolehin aku jadi lebih seneng ruangguru animatif banget thanks ruangguru,2
Resur banget main sama Ruang Guru,5,Positif,resur banget main sama ruang guru,2
Hebat ruang guru,5,Positif,hebat ruang guru,2
Bagus banget untuk belajar,5,Positif,bagus banget belajar,2
Esempe mabar hayyukk,5,Positif,esempe mabar hayyukk,2
Siska Anjani kelas 6 SD,4,Positif,siska anjani kelas sd,2
Saya punya PR yang akan dikumpulkan Besok na PR nyatu susa saya mau dwunlot RUANG GURU tapi nga bisa saya sedihhh sekali 😰😨,5,Positif,punya pr dikumpulkan besok na pr nyatu susa mau dwunlot ruang guru nga sedihhh sekali,2
"Terima kasih kakak sudah membuat aplikasi ini, Aku menjadi semakin semangat belajarnya, apalagi gampang soalnya! Aku kasih ★★★★★ ya kak. Makasihhhhhhhhhhhhhhhhh banget kak. Semoga kakak Sehat selalu Dan mendapatkan rezeki ya kak. jangan lupa Kak live nya soalnya aku mau ikut! Karena kalo aku telat aku gabisa belajar Sama kakak. Oh iya live nya bagus banget gimana caranya sih kak? Btw Makasih kak!!!!!!!!!!!!!!!!!!!!!!!!!!!! Thank you very much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I love you!!!!!!!",5,Positif,terima kasih kakak membuat aplikasi aku menjadi semakin semangat belajarnya gampang soalnya aku kasih kak makasihhhhhhhhhhhhhhhhh banget kak semoga kakak sehat selalu mendapatkan rezeki kak jangan lupa kak live nya soalnya aku mau ikut kalo aku telat aku gabisa belajar sama kakak iya live nya bagus banget gimana caranya sih kak btw makasih kak thank you very muchi love you,2
aplikasi ruang guru memang terbaik.walau ada pandemi kita gk bisa ke sekolah dan aku tuh mulai berpikir gimana ya caranya bisa belajar dan bisa bermain dengan teman2. lalu aku sempat untuk downlod aplikasi ini dan covid 19 udah gk ada dan saya hapus lagi dan saya bisa ketemu teman2 di sekolah saya sangat senang ketika covid 19 udah pergi :) karna ini semua dari ruang guru.kalau kata aku ruang guru ini tuh sangat membantu sekali ok thank you ruang guru,5,Positif,aplikasi ruang guru memang terbaikwalau pandemi gk sekolah aku tuh mulai berpikir gimana caranya belajar bermain teman lalu aku sempat downlod aplikasi covid udah gk hapus ketemu teman sekolah sangat senang covid udah pergi karna semua ruang gurukalau kata aku ruang guru tuh sangat membantu sekali thank you ruang guru,2
Aku johan aku johan,1,Negatif,aku johan aku johan,0
Aplikasi baagusss bangett 🥰🥰,5,Positif,aplikasi baagusss bangett,2
Apk ini sangat membantu saya ketika sulit menyelesaikan tugas terima kasih banyak buat pihak developer nya wkwkk,5,Positif,apk sangat membantu sulit menyelesaikan tugas terima kasih banyak buat pihak developer nya wkwkk,2
"Terimaksi ruang guru, berkat apk ini saya kemarin kelas 10 semster 1 saya mendapatkn rangking 6, dan semster 2 nya naik menjadi rangking 4. Bismilah semoga kelas 11 selalu meningkat. Dan bisa mengejar mimpi serta cita-cita saya. Aamiin... Untuk ruang guru semoga selalu sukses dan bisa selalu memajukan generasi bangsa indonesia menjadi cerdas di masa depan. Aamiin...",5,Positif,terimaksi ruang guru berkat apk kemarin kelas semster mendapatkn rangking semster nya naik menjadi rangking bismilah semoga kelas selalu meningkat mengejar mimpi citacita aamiin ruang guru semoga selalu sukses selalu memajukan generasi bangsa indonesia menjadi cerdas masa depan aamiin,2
Live teaching di ruang kelas sangat buruk meskipun internet stabil.. mo ubah dr mute ke unmute atau dr video aktif ke tdk aktif aj da delay yg agak lama dan membuat suara pengajarnya hilang.. Bahkan harus log out dari live teaching dulu biar bisa ubah dari mute ke unmute..,1,Negatif,live teaching ruang kelas sangat buruk meskipun internet stabil mo ubah dr mute unmute dr video aktif tdk aktif aj da delay yg lama membuat suara pengajarnya hilang bahkan log out live teaching dulu biar ubah mute unmute,0
"Tolong di perbaiki, karena saat saya menjawab soal, lalu memencet ""selanjutnya"" menjadi ngelek dan muncul tulisan ruang guru eror",4,Positif,perbaiki menjawab soal lalu memencet selanjutnya menjadi ngelek muncul tulisan ruang guru eror,2
Pelajar di Ruangguru sangat bagusnya,5,Positif,pelajar ruangguru sangat bagusnya,2
"Tolong suara videonya diperbaiki lagi dong, volume HP kecil tp videonya kadang"" Volume nya besar sendiri",5,Positif,suara videonya diperbaiki dong volume hp kecil tp videonya kadang volume nya besar sendiri,2
makasihh ruangguru tahun ini aku bisa langsung lolos sbmptn di univ impian,5,Positif,makasihh ruangguru tahun aku langsung lolos sbmptn univ impian,2
Apk ini ada untuk sekolah SMK ga ya?,4,Positif,apk sekolah smk ga,2
Ruang guru sangat bagus dan seru tidak perlu bayar!! Yuk teman download ruang guru nya👏😄😁😊🤩,5,Positif,ruang guru sangat bagus seru tidak perlu bayar yuk teman download ruang guru nya,2
Keren sekali aplikasi nya jadi saya terus dapat ranking 1😇,5,Positif,keren sekali aplikasi nya jadi terus ranking,2
Bagus banget aku jadi bisa belajar sendiri,5,Positif,bagus banget aku jadi belajar sendiri,2
Fitur ruang guru sangat lengkap banyak ada sesi tanya jawab dan lain lain,5,Positif,fitur ruang guru sangat lengkap banyak sesi tanya jawab,2
