review,rating
"Halo, Kak! Kok materi Hindu-Buddha gak ada sejarah Kerajaan Sunda-Galuh, ya?",3
Ruangguru keren sekali,5
Buat saya (siswa SMA) yang tidak suka belajar di kelas apk ini sangat membantu,5
Yg buat kuliah g ada kak,4
Bimbel online terbaik buat persiapan utbk,5
Alhamdulillah setelah memakai APLIKASI ini saya lebih mudah mengerti tentang apa yang saya pelajari di sekolah,5
"RG sdh bagus dgn semua perkembngnya. Tapi lama lama saya jd lbh suka RG yg lama. Ruangguru ini benar"" bikin jengkel suka ngeheng, video g bs d unduh mau lewat WiFi ataupun data sm aja, materi penting d video gak bisa SS kecuali lewat aplik padahal itu materi penting!. UTBK center g bisa d akses cuma gitu gitu aj layarnya g bs di skrol, padahal sudah bolak-balik uninstall lalu lintas ulang tp tetap sama saja!🥲sdh kirim pemberitahuan d email tp g ad yg berubah tetp sm aj💢🔥",2
"Sudah bagus, tapi penjelasannya terlalu lama, jadi setiap menonton saya harus menggunakan kecepatan 1,25😅👆☕😌",3
🤩🤩🤩🤩,5
Kenapa setiap buka journey selalu lelet dan lambat terbukanya?,2
Sang at membantu yg aku kurang pintar,5
Sangat membantu untuk belajar via online,5
Aplikasinya sangat membatu banget dalam belajar utbkku,5
Bisa lebih paham,5
Kak saya pengen bisa lancar bahasa Inggris KK ad les khusus GK Tapi sy bolum bisa ap² tenteng BHS Inggris... Tolong di jawab 🙏🙏🙏,3
sangat mudah dipahami,5
Semoga dengan bantuan ruang guru bisa buat aku lulus dari ujian sekolah🤲Amiinn,5
"Kenapa saat saya gunakan untuk ngerjakan soal dan to selalu nge freeze dan keluar dari halaman to atau latihan soal nya, minta tolong solusinya",1
"belajar dengan ruang guru itu asikk bangett!!cara gurunya menyampaikan pelajaran,trus nanti dikasih soal yang mudah kita pahami.",5
Makasih kk anak saya bisa belajar dan kualitas nya bagus sekali jadi lebih bisa masuk ke otak,5
"Bagus banget fitur nya,lengkap dan paling bagus dari semua bimbel mobile/online, bran academy onlinenya juga seru banget 😆",5
"Beneran bagus banget,aku liat videonya langsung paham sama rumus rumus yang dijelaskan",5
aku bangga dengan ruang guru,5
aku suka aplikasi nya soalnya makin paham sama pembahasan soalnya terimakasih ruangguru 🥰😘,5
Aplikasi bagus sekali,5
Ruang guru itu buat saya belajar saya pengen jadi orang pintar pengen jadi prang sukses,5
Di ruang guru ini seru banget pembelajarannya sangat mudah di pahami,5
Mohon maaf kenapa saya tidak bisa masuk dan login diruang guru ya?,3
Bgus😇😇😇,5
Ini bagus loh nyimpen ke otak banget,5
Sangat bagus dalam respon,5
Bosku,5
Install maksa !,1
Ok sih ini apk..buat belajar anakku ya kan,5
"Seneng banget bisa belajar di ruang guru, semua fasilitas nya bagus dan sangat membantu anak saya dalam belajar. Mudah-mudahan ruang guru maju terus",5
Kalian gk bakal nyesel klo download ruang guru karna ini aplikasinya bagus dan cocok banget buat kalian yg pengen belajar mudah simple dan gk ribet 👍🏻👍🏻👍🏻,5
5 + 5 × 5 ?,5
Bagus banget 👍,5
"Bagus, cuma buat videonya yang lama bisa diganti mengikuti kurikulum untuk semuanya sdh mantapppp",5
Saya suka Dengan Ruangguru.... Tapi Saya Sarankan Lagi Tambahkan Pelajaran PPKN Kelas 6 SD Maka Enak Pelajaran nya Lengkap seperti disekolah....Semoga Ruangguru Update lagi👍👍😃,4
Bagus sih cuma kadang dia keluar sendiri,4
"Mantap pokoknya, sangat kreatif dan variatif jadi nya saya tidak jenuh saat belajar, Terimakasih Ruangguru 👍",5
"Aplikasinya bagus, sangat membantu saya dalam mempelajari materi, pembahasan materi yang disampaikan sangat mudah untuk dipahami😁👍",5
Makasih banget buat ruang guru karena apk ini belajar sy meningkat dan nilai sy di atas rata2,5
belajar nya itu seruuuu banget dan lebih masuk akal dan lebih masuk dalam otak yang aku suka bahasa Indonesia seruuuu banget deh aku suka aaaaaaaa🤗🤗🤗🤗🤗🤗,5
Kalo iklan liat dulu,1
Keren banget aplikasinya,5
MENDING BUKA BRAINLY,1
Poin,5
Bagus banget karena bisa les ovehen,5
Sangat membantu dalam banyak hal dibidang pendidikan,5
"Wah aplikasinya bagus banget, aku jadi rajin belajar tapi sayangnya aku kurang mengerti pembahasan dari SMT nya",5
Aplikasi bagus wajib download,5
Ini bagus banget untuk anak saya 2000 jadi jadi pinter banget terima kasih ya udah pintar begini aku bangga 🥰🥰🥰,5
hai nama aku keliter semangat terus ya adik adik🤗,5
1000 rupiah setahun,1
Semoga barokah selalu dan bermanfaat bagi kemajuan pendidikan dan meningkatnya kualitas pendidikan tanah air Makasih RUANG GURU,5
Terimakasih banyak ruang guru dengan menggunakan app ini anak saya bisa meraih impiannya anak saya slalu mendapatkan juara di kls,5
"MasyaAllah, aplikasi bermanfaat banget. Maju terus ruangguru 👍👍🤲",5
Sekarang belajar tidak susah,5
"Di ruangguru terdapat bnyak video pembelajaran yang menarik, yang mudah dipahami dan langsung masuk ke otak.. bagus dehh pokok nya👍",5
Burik amat apknya saya gak suka belajar,1
"Mudh di pahami, love... Ruang guru... ADAPTO...",1
"fitur belajar untuk kelas 10 jelek bgt , g bisa buka materi nya , terus kalau ada pertanyaan yang djtanya ke forum g di jawab memang keterlaluan bgt sampe 30 hari pun g di jawab 😒 g ada gunanya berlangganan kalau gini 😭",1
Aku suka belajar apa apa,5
Ruang guru mantab........ sangat sangat membatu...,5
Udah bagus sih mungkin ada beberapa pelajaran utama atau sulit di SMP yang kurang seperti PPKn dan IPS karena pelajaran itu banyak menghafal dan juga banyak. Semoga kedepannya ada dua pelajaran itu dan bisa menyingkat atau mudah memahaminya,4
Tambah hin lagi skin seragam sekolah biar keren,5
Sedikt,1
Dalam nama Tuhan Yesus dapet nilai yang baguss!,5
Cara menjelaskannya gampang di mengerti dan seru😉,5
terimakasih ruang guru aplikasih ini membatuh saya untuk ulangan😃,5
"Mau tanya pertama download trs daftar gratis 6 bulan kah,segera di balas🙏🙏",5
Konsepnya pelajarannya jelas sekali terus semangat ruang guru tapi kendalanya harus langganan,5
Saaya kasi 5 bintang karna applikasinya sangat bagus dan untuk tim ruang guru semangat supaya bisa mengapsldet vidio yang lebih seru dan mudah di fahami💪💪💪💪💪💪,5
TERIMAKASIH RUANG GURU APLIKASINYA MUDAH DI PAHAMI thanks 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Apakah Ruangguru bayar?,5
"Saya suka,saya suka",5
ASSALAMUALAIKUM WR . WB perkenalkan nama saya Lia saya suka banget belajar Di ruang guru kalian harus dowload ya sekarang juga ngapain masih lihat bawah kan aku udah bilang ruang guru ini bagus saya kalau belajar diruang guru loh WASSALAMUALAIKUM WR . WB,5
Sangat bagus dan mengenangkan,5
"Ruangguru ini aplikasi belajar yang paling bagus menurut aku,bisa memahami soal yang sangat sulit👍👍👍",5
Ruang guru nya bagus banget,5
Ruang guru hebat bngttttt😍,5
Sangat membantu anak untuk belajar dan menolong orang tua sebagai solusi terbaik dalam pendampingan dalam proses mendidik anak,5
🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂,5
Akun saya yg sudah langganan tiba tiba hilang mohon diperbaiki,3
Why are you gay Useless,1
Primium,1
Aplkasi belajar sangat bagus,5
Bagus banget apk ini dulu aku kelas 1-3 aku rangking 27 dari 30 siswa sekarang kelas 4-6 rangking aku 2 kadang kadang 3 Alhamdulillah naik,5
Rada lemot,1
"Keren kak, mantap pulll",5
Berkat Ruang guru.. anak saya jd lebih mengerti belajar nya... Ditambah Metodenya dgn vidio² yg sangat d sukai anak²,5
Loading mulu 😞😞😞,3
Rang guru adalah salah satu aplikasi yang hebat but kita belajar,5
Aplikasi Ruang guru sangat seru dapat belajar sambil menonton dan mengerjakan soal. Aku beri rating 5.,5
Mantap lur,5
"Paham banget sama materi nya,anak saya jadi ga bosen,guru nya juga jelas kalau menerangkan,anak saya jadi mudah mengerti Terima kasih ruangguru semoga suksesyaa Aminnn",5
Semoga saya lulus utbk Aminnnm,5
Waaaaaaa keren pelajarannya 🤩🤩🤩🤩🤩,5
Bagus tuk belajar,5
Fitur aplikasi pembelajaran yang menyenangkan nih best ruang guru,5
"Kendala yang saya rasakan baru baru ini sudah teratasi, customer service sigap menanggapi. pengalaman belajar saya di ruangguru sangat baik, terutama dengan fitur adapto yang mampu menyesuaikan kecepatan daya tangkap belajar, fiturnya juga terbilang lengkap dan sangat membantu dalam belajar",5
"Mudah di pelajari guru² juga baik dan ramah Belajar jadi seru apa lagi kuisnya,menantang sekali best bikin dag dig dug,👁👄👁💅",5
Aku sangat senang sekali belajar di ruang guru,5
Aku sangat senang belajar di ruang guru,5
Caramainnya,5
Aplikasi saya suka,1
Anyink abis ini duit gw abis,1
Terimakasih sangat membantu,5
Seruh dan keren pelajarannya,5
Pembelajaran bagus,5
cara menjelaskan seru bgt 💗💗,5
Bagus'banget,5
Saya suka aplikasi ini 🥰,5
"Fitur-fiturnya sangat luar biasa terutama untuk fitur drill soal yang sudah diperbarui sangat membantu saya. Alasannya, saya dapat melihat riwayat soal-soal yang saya kerjakan dan melihat pembahasannya.",5
"Belajar bersama ruang guru ternyata sangat menyenangkan dan dapat menambah minat belajar, thank you ruang guru",5
furi indonesia solid solid,5
Mksi kk ferdy aku dari SDN 84 kls IV B mksi ya kk atas saran nya. Pokok nya ruang guru terbaik ayo coba sekarang instal,5
"Suka banget sama ruang guru,penjelasannya sangat gampang masuk ke otak,aku baru pake ruang guru tapi udh keliatan bgt kalo ruang guru bisa menjadikan ku juara🤩🤩",5
Bgus bngt lohh,5
Bagus ada video batu saktinya 😍😍🥰🥰😘,5
Niceee,5
Alhamdulillah saya dapet beasiswa,5
Sangat bagus karena anak anak jadi lebih mudah paham,5
"knp gabisa di buka,tlong bgt yah,pdhl ga ngelag sama sekali loh??",2
Keren abis! Jadi semangat belajarnya karena ada hewan peliharaan! 😁💖,5
Video nya bagus banget fitur-fitur nya juga keren bagus banget jadi seru deh buat belajar jadi masuk ke otak nilai ulhar aku juga bagus bagus banget makasih ya ruangguru ❤❤❤,5
Apk gak jelas gua beli paket premium try out di ntah di Tarok di mana paket ny gak bisa la kerjain la bintang 1,1
Dapat mudah mempelajari,5
Sangat baik😄,5
Membuat pintarrrrrrr...............!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Aplikasi nya bagus bangeeeeettttttttttt..............!!!!!!!!! !!!!!!!!!!!!!!!!,5
"Assalamualaikum kak,kenapa ya apk ini gk bisa di buka,heran aku☹️?",2
Aplikasi Nya Bagus Tapi Karena Kemarin Di Update Jadi Ada BugNya Saat Saya Mengerjakan Cek Kemampuan Setelah Menjawab Soal Dan Mau Ke Soal Selanjutnya Malah Loading Dan Bug Kuis Soal Setelah Menjawab Soal Layar Malah Tidak Bergerak Padahal Penyimpanan Tidak Penuh,4
"Semuanya udh bagus cuman knp ya padahal aku udh download materi nya pas mau nonton offline nontonnya bentar doang udh gitu harus pake data lagi nontonnya padahal banyak materinya udh download tapi gitu Mulu nonton offline sebentar udh gitu harus nonton pake data lagi padahal udh di download, gimana tuh yang mau pake daerah yang pelosok2 jaringannya jaga ada padahal udh download materi jauh2 hari pas mau nonton gabisa",4
Bagus tapi sering ada panggilan spam,3
"Mantab, lebih di mengerti dari di sekolah",5
Seru banget pembelajarannya! Mudah paham,5
Ruang guru membuat kita belajar semakin asiik👍👍,5
Bagus suka,5
Bagus banget!,5
Bagus dapat di mengerti,5
bagus banget app nya 👍👍👍,4
Bagus banget aplikasi ruangguru viturnya banyak trus ada levelnya jadi seruh💯💯,5
"Wah,aplikasi ini sangat membantu,karena aplikasi ini ada saya bisa menjawab ulangan dengan nilai 90-100.itu saja posting saya terimakasih.",5
"Ini bagus banget sih aku suka, bisa belajar sambil bermain😁💗",5
Kenapa saya suda mendaftar baru keluar saya tidak menekan keluar di lainya saya menverifikasi lalu keluar kenapa terdafta saya langsung tanya orang tua saya seandainya bisa kembali.Tapi ruang guru bagusko,5
Dulu aku dari peringkat 10 sekarang aku diperingkat 5. terima kasih tuang guru sudah membantu aku belajar tiap hari.,5
Rekomen bgt,5
Seru banget pembelajaran nya dan mudah dimengerti😊,5
"Ruang guru sangat membantu saya belajar sampai naik ke kelas 6 ,ruang guru juga ada penjelasannya sangat lengkap sekali,Terima kasih Ruang Guru :)",5
Ruang guru bikin kita jadi pintar,5
"Gabisa login padahal udh punya akun disuruh login ulang, terus pas mau masukkin no wa bilangnya udh terdaftar jadi gabisa masuk aplikasi ruang gurunya deh",3
Says ingin menggunakan ruangguru🙂,5
wah aplikasi ini bagus banget untuk belajar biar pinter,5
Aku beri bintang 3 karena subtitle yang biasanya ada di video kadang muncul kadang enggak terus aku itu sebenarnya punya 3 akun ruangguru salah satunya udah level 58 kalau yang kupakai saat ini adalah akunku yang levelnya 5 coba lihat perbandingannya jauh banget,3
Sanggat seru bisa belajar sambilbermain,5
"Bagus banget aplikasinya, bisa belajar pake app ini!!!. 👍🏻👍🏻",5
Saran ku tolong bikin paket belajar harian dan mingguan,5
Aplikasi ruang guru bagus... tapi kok tertunda terus... padahal jaringan saya lancar... ada yg salah dgn aplikasi ruang guru... penyimpan saya masih cukup tapi kok tertunda terus ya.... Tolong di perbaiki ya 😞🙃😔😔😖😵,5
Bagus sekali aplikasinya👍👍,5
Bagus bangettttttt,5
Seru belajar dengan ruang guru Lang Seung ngerti saya minta paket ruang guru dong,5
Aku download ruangguru karna nilai ku jelek dan aku ingin mendapatkan nilai yang sempurna karna itu aku download ruangguru agar aku bisa menjadi pintar tolong bantu aku iya ruangguru agar aku nanti bisa mengerjakan ulangan sekolahku dan dapat nilai yang sempurna agar orangtuaku bangga,5
Bagus sekali aplikasi nya👍,1
Membuat pelajaran menjadi mudah dan menyenangkan,5
Sudah bagus. Hanya 1 hal yang mengganggu saya. Yaitu backsound saat mengerjakan quiz sangat mengganggu. Adakan fitur untuk mematikan backsound tersebut,3
"Aplikasi penipuan dan pemerasan uang rakyat kecil,, aplikasih ini setelah di dawnload nanti ada beberapa laki² yg satu di antara nya bernama kaka danil dia suka menipu dan memeras kami dengan menggunakan aplikasi tersebut sebagai ulasan utamah belajaran online makah kami harus berbayar kepadah beliau dengan cara beliau mengirimkan nmr rekening nya lalu kita transfer ke beliau sunggu penihpuan bukan",1
ya kece,5
Napa waktu saya buka dril soal selalu apk nya berhenti waktu saya sudah selesai kan 1 atau 3 soal tolong di benerin dulu yah kalo sudah di benarin baru saya kasih Bintang 5 kasihan lo kami yang sudah beli ini apk kalo gak di benarin juga kami gak bisa ngerjain soal jadi nya tolong di benarin ya,1
👎👎👎👎👎👎👎👎👎👎😤😤😤😤😈😈😈😈😈😈😈😈,1
Bagus dan menarik,5
Keren tapi terlalu mahal,5
Aplikasi belajar yg luar biasa dan mudah digunakan Sangat membantu orang tua dan anak-anak dalam belajar Semoga ruang guru semakin terdepan 🤲🏻 Terimakasih ruang guru 🙏🥰,5
aplikasi nya sangat membantu dalam belajar,5
Mantap banget aplikasinya terima kasih ruang guru,5
bagus sih tapi ada kekurangannya adalah di chating terus sama ruangguru,4
ini ruang gurunya sangat bagus. Terima kasih 🙏,5
Sangat bagus! Walaupun langganannya gpp animasinya keren aku sukaaaa 😆😆😆😆😆😆😆😆😆!!!!!!!!!!!!!,5
Aplikasi nya bagus tingkat kan lagi,5
Karena aplikasi ini aku jadi pintar aku kasih bintang 5,5
Enak kali woi sekalian aku masuk yutuber loh kalian wajib download,5
Makin keren nih tampilanmya,5
Sangat membantu! Sukses selalu ruangguru 😍😍,5
Semenjak ikut ruang guru Raddik semakin pintar dan aktiv. Dan juara 1 selalu dia dapat. Dan sekarang duduk di kls 3 SD. Terimakasih RG sukses dan jaya selalu,5
Yuk tmn tmn bljr pkai ruang guru,5
"Ruangguru membuatku belajar lebih baik, Fiturnya super lengkap, selain video yang menarik ada juga Fitur seru seperti teman belajar dan Avatar, ada juga Ruang cerita kalo mau bikin postingan cerita ato lomba hehe, pokoknya app ini lengkap WAJIB DOWNLOAD, G NYESEL!",5
Gw jadi rank 1 mulu pake ini. Bener² gaada kekurangannya. Skrg gw udh buka les sendiri gr² udh nguasain semua materinya. Hebat bgt.. BNR² RECOMENDED!,5
Keren membuat saya untuk bergiat belajar dan rajin dan mengasihi motivasi jika dapat jawaban benar maupun salah Terima kasih ruang guru untuk membuat aplikasi ini 👍👍,5
Wah pake ruang guru kita jadi kayak siswa di sekolah jadi bisa buat belajar di rumah,5
Belajar di ruang guru sangat bagus dan bermanfaat bagi saya.😁,5
bagus banget dan juga membantu,5
Aplikasi ini sangat bagus pokok nya mantap😎😎,5
Luar biasa dan terpercaya,5
Nonton videonya asyik banget ada teman belajarnya jadi tambah seru. Aku paling suka mengerjakan latihan soalnya klu salah ada penjelasannya👍🏻,5
Saya beri 5,5
Sejak saya pake ruang guru nilain saya lumayan naik,5
Erorr terusss!!!!!,2
"Assalamualaikum, Nama saya M. Khalifahtul Rasyid dari Kelas X MIPA 2 SMA Negeri 3 Lubukbasung, Kabupaten Agam Sumatera Barat. Pada tahun 2014, Kami pernah melihat iklan di TV ada Kak Iqbaal Ramadhan yang mengiklankan sebuah aplikasi yaitu Ruangguru. Fiturnya lengkap, canggih, dan berbasis teknologi supaya pelajar tidak malas dan tidak lupa untuk belajar. Dari tahun 2018 sampai sekarang, kami tidak lupa belajar di aplikasi belajar ini. Terimakasih, Ruangguru. Wassalamu'alaikum #inibarujuara",5
Ketika membuka kuis selalu berhenti/aplikasi terganggu saat melanjutkan ke soal berikutnya,3
bagus banget aplikasinya jadi aku bisa ngerti✍️😁,5
Bagus jelas,5
"overall semuanya bagus, mulai dari animasi, penjelasannya mudah dipahami, dan bank2 soal. Cuman terkadang masalahnya jawaban soal (bank soal/drill) gk sesuai sama video pembahasan.",3
"Untuk orang yang gaya belajarnya visual, aplikasi ini sangat bagus",5
Download nya lama,4
Bagus banget... aku yang gak jago matematika kelas 6 sd aku jdi paham sekarang!,5
Bugis bett,5
Yang sudah memakai apikasi ruang guru gratis ya apa gk gratis,5
Aplikasi ini sangat membantu anak saya belajar dan anak saya telah mendapatkan nilai tinggi yang dia peroleh.. Terima kasih ruangguru,5
"Bagus banget videonya Untuk update kedepan, tambahkan adapto untuk kelas 1-6 Terima kasih🙏",5
Alhamdulillah... Sangat membantu utk persiapan latihan UTBK dan banyak soal-soal latihan UTBK gratis. terimakasih ya ruang guru semoga tambah berkah Aamiin....,5
"Aku udah Daftar,, dan ternyata seru banget mudah untuk dipahami 👍",5
Jelek jelek jelek jelek,1
Bermanfaat sekali untuk anak SD SMP SMA kuliah,5
Aplikasi ini sangat bermanfaat banget walaupun kadang aku ngak ngerti tapi ini aplikasi harus di download coba deh!!,5
Saya sangat suka Dan saya mohon bantuannya untuk latihan utbk 2022. Sangat seru dan lengkap.,5
Berlayar,5
Terbaik .. Sangat membantu terima kasih..,3
Kak blh tanya,1
Pas pelajaran matematika ga paham sama sekali mungkin cara ngajarin harus diganti,3
"Aplikasi yang sangat membantu untuk belajar online, apalagi saat ini yang masih sering zoom, saya kasih bintang 5 karena bnyk fitur2 menarik yang sangat seru",5
Seru banget kak kita bisah lebih paham tentang soal ap pun pokok nya aku akan belajar terus pakek ruang guru kak,5
Maju terusss pelayanan dan promo2nyaaa,5
Apkny bagus dan bikin jadi mengerti tentang pelajaran dan membuat nilai lebih bagus dari sebelumnya,5
Alhamdulillah aplikasi ini sangat membantu belajar anak saya,5
Gaada bintang 10 ya?? Bintang 5 kurang soalnya heheheh,5
Lemot bet anj***,1
APLIKASI PEMBELAJARAN YG SEMPURNA📈🧠,5
Lama. Sekali waktu ngarasa di Indonesia dengan menyediakan fitur pencarian produk di mana cara membuat handbody,3
[wow],5
"Hloo,aplikasi nya bagus pelajarannya mudah dipahami,tapi kenapa ya aku nggak bisa buka bank soal... pedahal akun aku masih premium masih aktif juga tapi kenapa enggak bisa, tolong diperbaiki ya. Saya mau belajar soal lagi buat persiapan ujian,kalo enggak stress saya lama lama hikss....",4
Aplikasi Ruang Guru ini sangat bagus🙏🙏,5
Suka bangettt dan aku jadi paham materi yang ada di ruang guruu makasih,5
"Aplikasi nya bagus saya suka , buat kalian yang bingung kenapa banyak penjelasan di kunci itu karena kalian belum langganan",5
Naisee,5
"Terimakasih ruang guru sudah membantu belajarku lebih baik,,,penjelasan materi yg diberikan master teacher jg dapat dengan mudah untuk difahami dan ada banyak latihan² soal untuk menguji kefahaman yg kita dapat dari hasil belajar bersama master teacher",5
Ruang guru ini seru banget udah ada avatar bisa dapat harta karun belajar sambil bermain pokoknya seruuuu,5
"Banyak sekali bugnya mulai dari liat history pembelian loading nya lama tapi g masuk"" dan juga pas selesai menjawab kuis tiba"" masuk ke layar beranda",2
"Cinta bgt sama aplikasibini,terimakasi ruangguru udah ngebantu aku dalam belajar",5
Pelajarannya sangat seru,4
"apk nya bagus bngt,Materi nya mudah dipahami , video belajar nya juga seru banget ,jd gak bosen buat belajar",5
Bagusssssssssss aplikasinya sangat membantu.......,5
Fitur-fitur yang tersedia sudah bagus,4
"Hallo kak Saya Sayawaldi Tahir, Applikasi Ruangguru sangat membantu untuk adik saya yang saat ini masih sekolah, diapplikasi ini banyak materi materi pelajaran yang sangat berguna dalam membantu adik saya belajar terima kasih Ruangguru",5
"Setelah diperbaharui fitur-fitur nya semakin bagus, tapi kadang suka ngelag. Ex : keluar apk sendiri, gak bisa dipencet, macet.",4
Tidak ada masalah,5
"Halo ini saya Oyen saya ke kampung yang kebetulan ngak ada sinyal nah pas saya kembali saya buka ruang guru mahal harus login, saya login memakai google nah malah jadi ke akun baru saya Sikucing nama akun nya kalau akun lama saya namanya Oyen maaf bisa diperbaiki, akun baru saya sangat berharga.",1
Masuk banget ke otak sih,5
Video pembelajaran yang ada diruang guru sangat mudah di mengerti dan di pahami. Terimakasih banyak yaaa Ruang Guru 😍😍😍,5
"Saya suka dengan aplikasi bimbel online ini Tapi didalamnya terdapat bug Ketika saya menjawab soal terdapat 2 soal salah, saya kerjakan ulang dengan melihat pembahasan dan sudah saya jawab yg benar sesuai dgn option pilgan di pembahasan masih tetap salah Mohon bug ini diperbaiki Kalau anda blg saya belum update, saya selalu update versi ruang guru terbaru biar ga ada alasan anda belum update versi",3
"Akun saya kok bisa hilang y kak ,padahal baru ditinggal 1 minggu gak belajar karena gak ada kuota",3
"Hi kak ruang guru tolong tambahkan latihan soal di SMP mau pun sma yaitu mtk sama fisika itu penting , tapi dengan vidio minimal 1 vidio 10 soal yg selalu keluar saat ujian... Dan 5 soal soal sulit kak",5
😀😀😀😀👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
"Bagus banget aplikasi , semenjak aku memakai aplikasi ruang guru nilai nilai aku jauh lebih baik",5
I have learnt so much from this platform. Thank you Ruangguru<3,5
Bagus banget dan sangat membantu 👍🏻,5
"Tolong perbaiki server ruanglesonline. SERVERNYA ERROR MULU, GABISA MASUK SESI",1
Mantap ada gambarnya bikin seru pembahasannya mantap mashook,5
"BUSET IKLAN MULU DI BANYAKIN LARIS KAGAK.. KALAH NOH AMA BRAINLY YANG DAH LARIS LEWAT WEBSITE, ANJAY.....",3
Saya sangat senang dengan ruang guru,5
🤟🤘🤟🤘,5
Senang banget 😭💘 Treasure Jadi BA nya 😩😩😩🙏🏻🙏🏻💘,5
Ruang guru bisa memberi sebuah materi utbk untuk saya belajar sampai saya kuliah nanti,5
"Wahh asyikk banget belajar di Ruangguru apalagi untuk UTBK, hmm ruangguru mantap deh.",5
"Harganya tidak sesuai dengan ekspektasi di iklan. Katanya harga Rp 1.000 /hari, coba kalikan 1 tahun= 1000×365 paling habis Rp 365.000. please kalau iklan jelas dikit. tidak perlu ada hoax segala.",1
Belum dicoba tapi orang orang pada bilang bagus jadi ikutan gapapa ya🤗,4
"Bagus, good bener",3
Mengganggu Hari minggu 🗿,1
Sy berlangganan,5
Pusing ada nya kalau saya pakai ini mana pelajaran nya sulit lgi,1
"Merasa kecewa, tiba tiba logout akun saya dan hilang akun sebelumnya dan tidak bisa pilih email buat login",1
"parah sekali, download materi langsung ga bisa dibuka. tiap dibuka pasti ketendang ke main menu terus, gimana sih",5
"Gk bisa login... Pas login pakai akun google ,malah suruh daftar wa ,pas dimasukin nomer wanya katanya nomer anda telah terdaftar ,ini kayaknya pertama kalinya saya download ini,sebelum belumnya gak pernah , terus saya coba ganti sandi akun buat coba2 apa saya pernah download ruang guru ya... , Itu pun katanya sandinya yg diganti tidak valid Jadi bingung😅,masuk ruang guru pun tetep gak bisa soalnya mesti dihadang masuk suruh nulis nomer wa,gimana mau masuk ruang guru..",1
🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,5
Senang banget bisa belajar diruangguru,5
Anak rantau,5
Aplikasi yang bagus...semua gurunya baik dalam melakukan tugasnya...dan cara pengajarannya mudah untuk di mengerti....,5
"Min mohon solusi, saya udah download beberapa mterinya tapi selalu ngelag kalo dibuka padahal jaringan saya lancar, mohon perbaiki,",3
"Sangat bagus sya suka ,",5
Bita 6,5
Aplikasi ini bagus buat para pelajar sekolah,1
Very Nice App,4
Bagus kok tau banget apa mau,1
Bagus banget Mudah dimengerti Terima kasih ruang guru👍,5
"Lelet bngtt. Tiap keluar abis nonton video mau kembali loading, mau ini loading mau itu loading. Bikin males, pdhl kalo nonton video nya ga loading lancar aja.",4
Suka banget ngebantu saya dalam pemahaman dan pengulangan juga,5
🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,5
"Terima kasih, mudah dipahami. Aplikasi yang menemani aku dari kelas 9 smp sampai sekarang kelas 11 sma 😉💗",5
Bagus sekali 👍🏻👍🏻👍🏻 Ya sama,5
Wah hebat banget ruang guru ada pelajaran lagi😁,5
Saya menyukai game ini karena bisa mengajar kita,5
Cuman sampai in aja ruang guru iklan mulu mending brainly lebih laku,1
Kenapa saat sudah selesai download video agar bisa ditonton scr offline selalu tidak bisa dimulai / diputar videonya? Dicoba dengan data internet juga tidak bisa. Apakah ada solusi?,2
Thank's You for RUANG GURU semenjak RG di update semakin bagus 💯 👍,5
Apk bagus🤗,5
"Aku agak kesulitan make nya,soalnya aplikasinya agak rumit gitu😅😅",4
Kalo udah nggk berlangganan jangan spam lah,2
bagus aplikasinya saya jadi juara 1,5
"Hai kenali nama aku Yosena P. H. Aku sudah daftar diruang guru, seru sekali bisa nonton animasi sambil belajar, juga bisa menayakan Tugas ke robo guru dan juga bisa bertemu dengan kakaknya, jangan lupa donlowd ya teman teman kalo gak donlowt bakalan nyesal oh iya jangan lupa datftar daftarnya gratis lho aku udah daftar",5
error bangett huhu :(,5
Ruang guru membuat belajar menjadi tidak bosen dan membuat nilai saya bisa meningkat dan mudah megerti pelajaran yang sedang di ajarkan oleh guru,5
Sya tidak suka ruang guru,1
"Aku kurangi 1 Bintang dulu ya karena ada bug jaringan ngelag sampai force close, tolong diperbaiki bug kayak gitu, please ya pihak ruangguru, aku minta kerjasamanya untuk memperbaiki bug gak jelas ini🙏 Terimakasih",4
Seru banget belajar di ruang guru sangat mudah untuk dipahami,5
Aplikasi ini bagus banget yang awalnya saya belum mengerti menjadi ngerti sanggat membantu saya untuk belajar,5
God job,5
Bagus bagus,5
BBL BBL BBL bagus banget loh,5
"Gakkkk bisa download vidio pdhl wifi cpt ,pakek sinyal koutaa juga cepat tetep gk bisa download,udah di upgrade ini itu tetep gak bisa udah hapus cache tetep gak bisa uninstall trs install lagi tetep gk mau ngunduh :))))))",2
Aku suka ruangguru karena bisa belajar dari rumah :D,5
